Player Name,Season,Number of Teams,Games In Season,Season Games Played,Season Goals,Season Assists,Season Points,Average Goals Per Game,Shots,Shots Per Game,Shooting Percentage,Save Percentage,Goals Against,Team,Player Games Played,Player Goals,Player Assists,Player Points,Position
Ron Francis,1990-1991,,,,,,,,,,,,,PIT,14,2,9,11,C
Ron Francis,1991-1992,,,,,,,,,,,,,PIT,70,21,33,54,C
Ron Francis,1992-1993,,,,,,,,,,,,,PIT,84,24,76,100,C
Ron Francis,1993-1994,,,,,,,,,,,,,PIT,82,27,66,93,C
Ron Francis,1994-1995,,,,,,,,,,,,,PIT,44,11,48,59,C
Ron Francis,1995-1996,,,,,,,,,,,,,PIT,77,27,92,119,C
Ron Francis,1996-1997,,,,,,,,,,,,,PIT,81,27,63,90,C
Ron Francis,1997-1998,,,,,,,,,,,,,PIT,81,25,62,87,C
Ron Francis,1998-1999,,,,,,,,,,,,,CAR,82,21,31,52,C
Ron Francis,1999-2000,,,,,,,,,,,,,CAR,78,23,50,73,C
Ron Francis,2000-2001,,,,,,,,,,,,,CAR,82,15,50,65,C
Ron Francis,2001-2002,,,,,,,,,,,,,CAR,80,27,50,77,C
Ron Francis,2002-2003,,,,,,,,,,,,,CAR,82,22,35,57,C
Ron Francis,2003-2004,,,,,,,,,,,,,2TM,80,13,27,40,C
Ron Francis,2003-2004,,,,,,,,,,,,,CAR,68,10,20,30,C
Ron Francis,2003-2004,,,,,,,,,,,,,TOR,12,3,7,10,C
Scott Stevens,1982-1983,,,,,,,,,,,,,WSH,77,9,16,25,D
Scott Stevens,1983-1984,,,,,,,,,,,,,WSH,78,13,32,45,D
Scott Stevens,1984-1985,,,,,,,,,,,,,WSH,80,21,44,65,D
Scott Stevens,1985-1986,,,,,,,,,,,,,WSH,73,15,38,53,D
Scott Stevens,1986-1987,,,,,,,,,,,,,WSH,77,10,51,61,D
Scott Stevens,1987-1988,,,,,,,,,,,,,WSH,80,12,60,72,D
Scott Stevens,1988-1989,,,,,,,,,,,,,WSH,80,7,61,68,D
Scott Stevens,1989-1990,,,,,,,,,,,,,WSH,56,11,29,40,D
Scott Stevens,1990-1991,,,,,,,,,,,,,STL,78,5,44,49,D
Scott Stevens,1991-1992,,,,,,,,,,,,,NJD,68,17,42,59,D
Scott Stevens,1992-1993,,,,,,,,,,,,,NJD,81,12,45,57,D
Scott Stevens,1993-1994,,,,,,,,,,,,,NJD,83,18,60,78,D
Scott Stevens,1994-1995,,,,,,,,,,,,,NJD,48,2,20,22,D
Scott Stevens,1995-1996,,,,,,,,,,,,,NJD,82,5,23,28,D
Scott Stevens,1996-1997,,,,,,,,,,,,,NJD,79,5,19,24,D
Scott Stevens,1997-1998,,,,,,,,,,,,,NJD,80,4,22,26,D
Scott Stevens,1998-1999,,,,,,,,,,,,,NJD,75,5,22,27,D
Scott Stevens,1999-2000,,,,,,,,,,,,,NJD,78,8,21,29,D
Scott Stevens,2000-2001,,,,,,,,,,,,,NJD,81,9,22,31,D
Scott Stevens,2001-2002,,,,,,,,,,,,,NJD,82,1,16,17,D
Scott Stevens,2002-2003,,,,,,,,,,,,,NJD,81,4,16,20,D
Scott Stevens,2003-2004,,,,,,,,,,,,,NJD,38,3,9,12,D
Steve Yzerman,1983-1984,,,,,,,,,,,,,DET,80,39,48,87,C
Steve Yzerman,1984-1985,,,,,,,,,,,,,DET,80,30,59,89,C
Steve Yzerman,1985-1986,,,,,,,,,,,,,DET,51,14,28,42,C
Steve Yzerman,1986-1987,,,,,,,,,,,,,DET,80,31,59,90,C
Steve Yzerman,1987-1988,,,,,,,,,,,,,DET,64,50,52,102,C
Steve Yzerman,1988-1989,,,,,,,,,,,,,DET,80,65,90,155,C
Steve Yzerman,1989-1990,,,,,,,,,,,,,DET,79,62,65,127,C
Steve Yzerman,1990-1991,,,,,,,,,,,,,DET,80,51,57,108,C
Steve Yzerman,1991-1992,,,,,,,,,,,,,DET,79,45,58,103,C
Steve Yzerman,1992-1993,,,,,,,,,,,,,DET,84,58,79,137,C
Steve Yzerman,1993-1994,,,,,,,,,,,,,DET,58,24,58,82,C
Steve Yzerman,1994-1995,,,,,,,,,,,,,DET,47,12,26,38,C
Steve Yzerman,1995-1996,,,,,,,,,,,,,DET,80,36,59,95,C
Steve Yzerman,1996-1997,,,,,,,,,,,,,DET,81,22,63,85,C
Steve Yzerman,1997-1998,,,,,,,,,,,,,DET,75,24,45,69,C
Steve Yzerman,1998-1999,,,,,,,,,,,,,DET,80,29,45,74,C
Steve Yzerman,1999-2000,,,,,,,,,,,,,DET,78,35,44,79,C
Steve Yzerman,2000-2001,,,,,,,,,,,,,DET,54,18,34,52,C
Steve Yzerman,2001-2002,,,,,,,,,,,,,DET,52,13,35,48,C
Steve Yzerman,2002-2003,,,,,,,,,,,,,DET,16,2,6,8,C
Steve Yzerman,2003-2004,,,,,,,,,,,,,DET,75,18,33,51,C
Steve Yzerman,2005-2006,,,,,,,,,,,,,DET,61,14,20,34,C
Pat LaFontaine,1983-1984,,,,,,,,,,,,,NYI,15,13,6,19,C
Pat LaFontaine,1984-1985,,,,,,,,,,,,,NYI,67,19,35,54,C
Pat LaFontaine,1985-1986,,,,,,,,,,,,,NYI,65,30,23,53,C
Pat LaFontaine,1986-1987,,,,,,,,,,,,,NYI,80,38,32,70,C
Pat LaFontaine,1987-1988,,,,,,,,,,,,,NYI,75,47,45,92,C
Pat LaFontaine,1988-1989,,,,,,,,,,,,,NYI,79,45,43,88,C
Pat LaFontaine,1989-1990,,,,,,,,,,,,,NYI,74,54,51,105,C
Pat LaFontaine,1990-1991,,,,,,,,,,,,,NYI,75,41,44,85,C
Pat LaFontaine,1991-1992,,,,,,,,,,,,,BUF,57,46,47,93,C
Pat LaFontaine,1992-1993,,,,,,,,,,,,,BUF,84,53,95,148,C
Pat LaFontaine,1993-1994,,,,,,,,,,,,,BUF,16,5,13,18,C
Pat LaFontaine,1994-1995,,,,,,,,,,,,,BUF,22,12,15,27,C
Pat LaFontaine,1995-1996,,,,,,,,,,,,,BUF,76,40,51,91,C
Pat LaFontaine,1996-1997,,,,,,,,,,,,,BUF,13,2,6,8,C
Pat LaFontaine,1997-1998,,,,,,,,,,,,,NYR,67,23,39,62,C
Chris Chelios,1983-1984,,,,,,,,,,,,,MTL,12,0,2,2,D
Chris Chelios,1984-1985,,,,,,,,,,,,,MTL,74,9,55,64,D
Chris Chelios,1985-1986,,,,,,,,,,,,,MTL,41,8,26,34,D
Chris Chelios,1986-1987,,,,,,,,,,,,,MTL,71,11,33,44,D
Chris Chelios,1987-1988,,,,,,,,,,,,,MTL,71,20,41,61,D
Chris Chelios,1988-1989,,,,,,,,,,,,,MTL,80,15,58,73,D
Chris Chelios,1989-1990,,,,,,,,,,,,,MTL,53,9,22,31,D
Chris Chelios,1990-1991,,,,,,,,,,,,,CHI,77,12,52,64,D
Chris Chelios,1991-1992,,,,,,,,,,,,,CHI,80,9,47,56,D
Chris Chelios,1992-1993,,,,,,,,,,,,,CHI,84,15,58,73,D
Chris Chelios,1993-1994,,,,,,,,,,,,,CHI,76,16,44,60,D
Chris Chelios,1994-1995,,,,,,,,,,,,,CHI,48,5,33,38,D
Chris Chelios,1995-1996,,,,,,,,,,,,,CHI,81,14,58,72,D
Chris Chelios,1996-1997,,,,,,,,,,,,,CHI,72,10,38,48,D
Chris Chelios,1997-1998,,,,,,,,,,,,,CHI,81,3,39,42,D
Chris Chelios,1998-1999,,,,,,,,,,,,,DET,75,9,27,36,D
Chris Chelios,1999-2000,,,,,,,,,,,,,DET,81,3,31,34,D
Chris Chelios,2000-2001,,,,,,,,,,,,,DET,24,0,3,3,D
Chris Chelios,2001-2002,,,,,,,,,,,,,DET,79,6,33,39,D
Chris Chelios,2002-2003,,,,,,,,,,,,,DET,66,2,17,19,D
Chris Chelios,2003-2004,,,,,,,,,,,,,DET,69,2,19,21,D
Chris Chelios,2005-2006,,,,,,,,,,,,,DET,81,4,7,11,D
Chris Chelios,2006-2007,,,,,,,,,,,,,DET,71,0,11,11,D
Chris Chelios,2007-2008,,,,,,,,,,,,,DET,69,3,9,12,D
Chris Chelios,2008-2009,,,,,,,,,,,,,DET,28,0,0,0,D
Chris Chelios,2009-2010,,,,,,,,,,,,,ATL,7,0,0,0,D
Mario Lemieux,1984-1985,,,,,,,,,,,,,PIT,73,43,57,100,C
Mario Lemieux,1985-1986,,,,,,,,,,,,,PIT,79,48,93,141,C
Mario Lemieux,1986-1987,,,,,,,,,,,,,PIT,63,54,53,107,C
Mario Lemieux,1987-1988,,,,,,,,,,,,,PIT,77,70,98,168,C
Mario Lemieux,1988-1989,,,,,,,,,,,,,PIT,76,85,114,199,C
Mario Lemieux,1989-1990,,,,,,,,,,,,,PIT,59,45,78,123,C
Mario Lemieux,1990-1991,,,,,,,,,,,,,PIT,26,19,26,45,C
Mario Lemieux,1991-1992,,,,,,,,,,,,,PIT,64,44,87,131,C
Mario Lemieux,1992-1993,,,,,,,,,,,,,PIT,60,69,91,160,C
Mario Lemieux,1993-1994,,,,,,,,,,,,,PIT,22,17,20,37,C
Mario Lemieux,1995-1996,,,,,,,,,,,,,PIT,70,69,92,161,C
Mario Lemieux,1996-1997,,,,,,,,,,,,,PIT,76,50,72,122,C
Mario Lemieux,2000-2001,,,,,,,,,,,,,PIT,43,35,41,76,C
Mario Lemieux,2001-2002,,,,,,,,,,,,,PIT,24,6,25,31,C
Mario Lemieux,2002-2003,,,,,,,,,,,,,PIT,67,28,63,91,C
Mario Lemieux,2003-2004,,,,,,,,,,,,,PIT,10,1,8,9,C
Mario Lemieux,2005-2006,,,,,,,,,,,,,PIT,26,7,15,22,C
Adam Oates,1985-1986,,,,,,,,,,,,,DET,38,9,11,20,C
Adam Oates,1986-1987,,,,,,,,,,,,,DET,76,15,32,47,C
Adam Oates,1987-1988,,,,,,,,,,,,,DET,63,14,40,54,C
Adam Oates,1988-1989,,,,,,,,,,,,,DET,69,16,62,78,C
Adam Oates,1989-1990,,,,,,,,,,,,,STL,80,23,79,102,C
Adam Oates,1990-1991,,,,,,,,,,,,,STL,61,25,90,115,C
Adam Oates,1991-1992,,,,,,,,,,,,,2TM,80,20,79,99,C
Adam Oates,1991-1992,,,,,,,,,,,,,BOS,26,10,20,30,C
Adam Oates,1991-1992,,,,,,,,,,,,,STL,54,10,59,69,C
Adam Oates,1992-1993,,,,,,,,,,,,,BOS,84,45,97,142,C
Adam Oates,1993-1994,,,,,,,,,,,,,BOS,77,32,80,112,C
Adam Oates,1994-1995,,,,,,,,,,,,,BOS,48,12,41,53,C
Adam Oates,1995-1996,,,,,,,,,,,,,BOS,70,25,67,92,C
Adam Oates,1996-1997,,,,,,,,,,,,,2TM,80,22,60,82,C
Adam Oates,1996-1997,,,,,,,,,,,,,BOS,63,18,52,70,C
Adam Oates,1996-1997,,,,,,,,,,,,,WSH,17,4,8,12,C
Adam Oates,1997-1998,,,,,,,,,,,,,WSH,82,18,58,76,C
Adam Oates,1998-1999,,,,,,,,,,,,,WSH,59,12,42,54,C
Adam Oates,1999-2000,,,,,,,,,,,,,WSH,82,15,56,71,C
Adam Oates,2000-2001,,,,,,,,,,,,,WSH,81,13,69,82,C
Adam Oates,2001-2002,,,,,,,,,,,,,2TM,80,14,64,78,C
Adam Oates,2001-2002,,,,,,,,,,,,,PHI,14,3,7,10,C
Adam Oates,2001-2002,,,,,,,,,,,,,WSH,66,11,57,68,C
Adam Oates,2002-2003,,,,,,,,,,,,,MDA,67,9,36,45,C
Adam Oates,2003-2004,,,,,,,,,,,,,EDM,60,2,16,18,C
Luc Robitaille,1986-1987,,,,,,,,,,,,,LAK,79,45,39,84,LW
Luc Robitaille,1987-1988,,,,,,,,,,,,,LAK,80,53,58,111,LW
Luc Robitaille,1988-1989,,,,,,,,,,,,,LAK,78,46,52,98,LW
Luc Robitaille,1989-1990,,,,,,,,,,,,,LAK,80,52,49,101,LW
Luc Robitaille,1990-1991,,,,,,,,,,,,,LAK,76,45,46,91,LW
Luc Robitaille,1991-1992,,,,,,,,,,,,,LAK,80,44,63,107,LW
Luc Robitaille,1992-1993,,,,,,,,,,,,,LAK,84,63,62,125,LW
Luc Robitaille,1993-1994,,,,,,,,,,,,,LAK,83,44,42,86,LW
Luc Robitaille,1994-1995,,,,,,,,,,,,,PIT,46,23,19,42,LW
Luc Robitaille,1995-1996,,,,,,,,,,,,,NYR,77,23,46,69,LW
Luc Robitaille,1996-1997,,,,,,,,,,,,,NYR,69,24,24,48,LW
Luc Robitaille,1997-1998,,,,,,,,,,,,,LAK,57,16,24,40,LW
Luc Robitaille,1998-1999,,,,,,,,,,,,,LAK,82,39,35,74,LW
Luc Robitaille,1999-2000,,,,,,,,,,,,,LAK,71,36,38,74,LW
Luc Robitaille,2000-2001,,,,,,,,,,,,,LAK,82,37,51,88,LW
Luc Robitaille,2001-2002,,,,,,,,,,,,,DET,81,30,20,50,LW
Luc Robitaille,2002-2003,,,,,,,,,,,,,DET,81,11,20,31,LW
Luc Robitaille,2003-2004,,,,,,,,,,,,,LAK,80,22,29,51,LW
Luc Robitaille,2005-2006,,,,,,,,,,,,,LAK,65,15,9,24,LW
Joe Nieuwendyk,1986-1987,,,,,,,,,,,,,CGY,9,5,1,6,C
Joe Nieuwendyk,1987-1988,,,,,,,,,,,,,CGY,75,51,41,92,C
Joe Nieuwendyk,1988-1989,,,,,,,,,,,,,CGY,77,51,31,82,C
Joe Nieuwendyk,1989-1990,,,,,,,,,,,,,CGY,79,45,50,95,C
Joe Nieuwendyk,1990-1991,,,,,,,,,,,,,CGY,79,45,40,85,C
Joe Nieuwendyk,1991-1992,,,,,,,,,,,,,CGY,69,22,34,56,C
Joe Nieuwendyk,1992-1993,,,,,,,,,,,,,CGY,79,38,37,75,C
Joe Nieuwendyk,1993-1994,,,,,,,,,,,,,CGY,64,36,39,75,C
Joe Nieuwendyk,1994-1995,,,,,,,,,,,,,CGY,46,21,29,50,C
Joe Nieuwendyk,1995-1996,,,,,,,,,,,,,DAL,52,14,18,32,C
Joe Nieuwendyk,1996-1997,,,,,,,,,,,,,DAL,66,30,21,51,C
Joe Nieuwendyk,1997-1998,,,,,,,,,,,,,DAL,73,39,30,69,C
Joe Nieuwendyk,1998-1999,,,,,,,,,,,,,DAL,67,28,27,55,C
Joe Nieuwendyk,1999-2000,,,,,,,,,,,,,DAL,48,15,19,34,C
Joe Nieuwendyk,2000-2001,,,,,,,,,,,,,DAL,69,29,23,52,C
Joe Nieuwendyk,2001-2002,,,,,,,,,,,,,NJD,81,25,33,58,C
Joe Nieuwendyk,2002-2003,,,,,,,,,,,,,NJD,80,17,28,45,C
Joe Nieuwendyk,2003-2004,,,,,,,,,,,,,TOR,64,22,28,50,C
Joe Nieuwendyk,2005-2006,,,,,,,,,,,,,FLA,65,26,30,56,C
Joe Nieuwendyk,2006-2007,,,,,,,,,,,,,FLA,15,5,3,8,C
Brett Hull,1986-1987,,,,,,,,,,,,,CGY,5,1,0,1,RW
Brett Hull,1987-1988,,,,,,,,,,,,,STL,65,32,32,64,RW
Brett Hull,1988-1989,,,,,,,,,,,,,STL,78,41,43,84,RW
Brett Hull,1989-1990,,,,,,,,,,,,,STL,80,72,41,113,RW
Brett Hull,1990-1991,,,,,,,,,,,,,STL,78,86,45,131,RW
Brett Hull,1991-1992,,,,,,,,,,,,,STL,73,70,39,109,RW
Brett Hull,1992-1993,,,,,,,,,,,,,STL,80,54,47,101,RW
Brett Hull,1993-1994,,,,,,,,,,,,,STL,81,57,40,97,RW
Brett Hull,1994-1995,,,,,,,,,,,,,STL,48,29,21,50,RW
Brett Hull,1995-1996,,,,,,,,,,,,,STL,70,43,40,83,RW
Brett Hull,1996-1997,,,,,,,,,,,,,STL,77,42,40,82,RW
Brett Hull,1997-1998,,,,,,,,,,,,,STL,66,27,45,72,RW
Brett Hull,1998-1999,,,,,,,,,,,,,DAL,60,32,26,58,RW
Brett Hull,1999-2000,,,,,,,,,,,,,DAL,79,24,35,59,RW
Brett Hull,2000-2001,,,,,,,,,,,,,DAL,79,39,40,79,RW
Brett Hull,2001-2002,,,,,,,,,,,,,DET,82,30,33,63,RW
Brett Hull,2002-2003,,,,,,,,,,,,,DET,82,37,39,76,RW
Brett Hull,2003-2004,,,,,,,,,,,,,DET,81,25,43,68,RW
Brett Hull,2005-2006,,,,,,,,,,,,,PHX,5,0,1,1,RW
Brendan Shanahan,1987-1988,,,,,,,,,,,,,NJD,65,7,19,26,LW
Brendan Shanahan,1988-1989,,,,,,,,,,,,,NJD,68,22,28,50,LW
Brendan Shanahan,1989-1990,,,,,,,,,,,,,NJD,73,30,42,72,LW
Brendan Shanahan,1990-1991,,,,,,,,,,,,,NJD,75,29,37,66,LW
Brendan Shanahan,1991-1992,,,,,,,,,,,,,STL,80,33,36,69,LW
Brendan Shanahan,1992-1993,,,,,,,,,,,,,STL,71,51,43,94,LW
Brendan Shanahan,1993-1994,,,,,,,,,,,,,STL,81,52,50,102,LW
Brendan Shanahan,1994-1995,,,,,,,,,,,,,STL,45,20,21,41,LW
Brendan Shanahan,1995-1996,,,,,,,,,,,,,HAR,74,44,34,78,LW
Brendan Shanahan,1996-1997,,,,,,,,,,,,,DET,81,47,41,88,LW
Brendan Shanahan,1997-1998,,,,,,,,,,,,,DET,75,28,29,57,LW
Brendan Shanahan,1998-1999,,,,,,,,,,,,,DET,81,31,27,58,LW
Brendan Shanahan,1999-2000,,,,,,,,,,,,,DET,78,41,37,78,LW
Brendan Shanahan,2000-2001,,,,,,,,,,,,,DET,81,31,45,76,LW
Brendan Shanahan,2001-2002,,,,,,,,,,,,,DET,80,37,38,75,LW
Brendan Shanahan,2002-2003,,,,,,,,,,,,,DET,78,30,38,68,LW
Brendan Shanahan,2003-2004,,,,,,,,,,,,,DET,82,25,28,53,LW
Brendan Shanahan,2005-2006,,,,,,,,,,,,,DET,82,40,41,81,LW
Brendan Shanahan,2006-2007,,,,,,,,,,,,,NYR,67,29,33,62,LW
Brendan Shanahan,2007-2008,,,,,,,,,,,,,NYR,73,23,23,46,LW
Brendan Shanahan,2008-2009,,,,,,,,,,,,,NJD,34,6,8,14,LW
Brian Leetch,1987-1988,,,,,,,,,,,,,NYR,17,2,12,14,D
Brian Leetch,1988-1989,,,,,,,,,,,,,NYR,68,23,48,71,D
Brian Leetch,1989-1990,,,,,,,,,,,,,NYR,72,11,45,56,D
Brian Leetch,1990-1991,,,,,,,,,,,,,NYR,80,16,72,88,D
Brian Leetch,1991-1992,,,,,,,,,,,,,NYR,80,22,80,102,D
Brian Leetch,1992-1993,,,,,,,,,,,,,NYR,36,6,30,36,D
Brian Leetch,1993-1994,,,,,,,,,,,,,NYR,84,23,56,79,D
Brian Leetch,1994-1995,,,,,,,,,,,,,NYR,48,9,32,41,D
Brian Leetch,1995-1996,,,,,,,,,,,,,NYR,82,15,70,85,D
Brian Leetch,1996-1997,,,,,,,,,,,,,NYR,82,20,58,78,D
Brian Leetch,1997-1998,,,,,,,,,,,,,NYR,76,17,33,50,D
Brian Leetch,1998-1999,,,,,,,,,,,,,NYR,82,13,42,55,D
Brian Leetch,1999-2000,,,,,,,,,,,,,NYR,50,7,19,26,D
Brian Leetch,2000-2001,,,,,,,,,,,,,NYR,82,21,58,79,D
Brian Leetch,2001-2002,,,,,,,,,,,,,NYR,82,10,45,55,D
Brian Leetch,2002-2003,,,,,,,,,,,,,NYR,51,12,18,30,D
Brian Leetch,2003-2004,,,,,,,,,,,,,TOR,72,15,36,51,D
Brian Leetch,2005-2006,,,,,,,,,,,,,BOS,61,5,27,32,D
Joe Sakic,1988-1989,,,,,,,,,,,,,QUE,70,23,39,62,C
Joe Sakic,1989-1990,,,,,,,,,,,,,QUE,80,39,63,102,C
Joe Sakic,1990-1991,,,,,,,,,,,,,QUE,80,48,61,109,C
Joe Sakic,1991-1992,,,,,,,,,,,,,QUE,69,29,65,94,C
Joe Sakic,1992-1993,,,,,,,,,,,,,QUE,78,48,57,105,C
Joe Sakic,1993-1994,,,,,,,,,,,,,QUE,84,28,64,92,C
Joe Sakic,1994-1995,,,,,,,,,,,,,QUE,47,19,43,62,C
Joe Sakic,1995-1996,,,,,,,,,,,,,COL,82,51,69,120,C
Joe Sakic,1996-1997,,,,,,,,,,,,,COL,65,22,52,74,C
Joe Sakic,1997-1998,,,,,,,,,,,,,COL,64,27,36,63,C
Joe Sakic,1998-1999,,,,,,,,,,,,,COL,73,41,55,96,C
Joe Sakic,1999-2000,,,,,,,,,,,,,COL,60,28,53,81,C
Joe Sakic,2000-2001,,,,,,,,,,,,,COL,82,54,64,118,C
Joe Sakic,2001-2002,,,,,,,,,,,,,COL,82,26,53,79,C
Joe Sakic,2002-2003,,,,,,,,,,,,,COL,58,26,32,58,C
Joe Sakic,2003-2004,,,,,,,,,,,,,COL,81,33,54,87,C
Joe Sakic,2005-2006,,,,,,,,,,,,,COL,82,32,55,87,C
Joe Sakic,2006-2007,,,,,,,,,,,,,COL,82,36,64,100,C
Joe Sakic,2007-2008,,,,,,,,,,,,,COL,44,13,27,40,C
Joe Sakic,2008-2009,,,,,,,,,,,,,COL,15,2,10,12,C
Mike Modano,1989-1990,,,,,,,,,,,,,MNS,80,29,46,75,RW
Mike Modano,1990-1991,,,,,,,,,,,,,MNS,79,28,36,64,RW
Mike Modano,1991-1992,,,,,,,,,,,,,MNS,76,33,44,77,RW
Mike Modano,1992-1993,,,,,,,,,,,,,MNS,82,33,60,93,C
Mike Modano,1993-1994,,,,,,,,,,,,,DAL,76,50,43,93,C
Mike Modano,1994-1995,,,,,,,,,,,,,DAL,30,12,17,29,C
Mike Modano,1995-1996,,,,,,,,,,,,,DAL,78,36,45,81,C
Mike Modano,1996-1997,,,,,,,,,,,,,DAL,80,35,48,83,C
Mike Modano,1997-1998,,,,,,,,,,,,,DAL,52,21,38,59,C
Mike Modano,1998-1999,,,,,,,,,,,,,DAL,77,34,47,81,C
Mike Modano,1999-2000,,,,,,,,,,,,,DAL,77,38,43,81,C
Mike Modano,2000-2001,,,,,,,,,,,,,DAL,81,33,51,84,C
Mike Modano,2001-2002,,,,,,,,,,,,,DAL,78,34,43,77,C
Mike Modano,2002-2003,,,,,,,,,,,,,DAL,79,28,57,85,C
Mike Modano,2003-2004,,,,,,,,,,,,,DAL,76,14,30,44,C
Mike Modano,2005-2006,,,,,,,,,,,,,DAL,78,27,50,77,C
Mike Modano,2006-2007,,,,,,,,,,,,,DAL,59,22,21,43,C
Mike Modano,2007-2008,,,,,,,,,,,,,DAL,82,21,36,57,C
Mike Modano,2008-2009,,,,,,,,,,,,,DAL,80,15,31,46,C
Mike Modano,2009-2010,,,,,,,,,,,,,DAL,59,14,16,30,C
Mike Modano,2010-2011,,,,,,,,,,,,,DET,40,4,11,15,C
Mats Sundin,1990-1991,,,,,,,,,,,,,QUE,80,23,36,59,RW
